S? TK nh?p_Mã hàng	APP	Gemini	GAP
308491634200_1900589	7	7	0
308491634200_1960466	1	1	0
308491634200_2820288	1	1	0
308491634200_5020577	16	16	0
308491634200_5670418	1	1	0
308491634200_5760435	6	6	0
308491634200_6330689	10	10	0
308491634200_7790146	6	6	0
308491634200_9210246	11	11	0
308491634200_9810434	1	1	0
308491676530_2200315	13	13	0
308491676530_2200318	36	36	0
308491689940_U2710413	18	18	0
308491689940_U2710415	25	25	0
308491689940_U2710418	12	12	0
308491707920_1960466	8	8	0
308491707920_1964008	10	10	0
308491707920_3130438	2	2	0
308491707920_3730735	4	4	0
308491707920_6590679	6	6	0
308491707920_6590779	6	6	0
308491707920_7471394	7	7	0
308491707920_7471488	7	7	0
308491707920_7660608	7	7	0
308491707920_7790108	3	3	0
308491710720_U1070077	45	45	0
308491751910_U1070077	45	45	0
308491776150_U1070077	45	45	0
308491851420_1940346	3	3	0
308491851420_2510255	1	1	0
308491851420_2510256	1	1	0
308491851420_3730714	4	4	0
308491851420_3824014	4	4	0
308491851420_3824035	3	3	0
308491851420_5020508	28	28	0
308491851420_5020577	11	11	0
308491851420_5990223	1	1	0
308491851420_7780514	3	3	0
308491851420_7790117	1	1	0
308491851420_7790146	3	3	0
308491851420_8721414	1	1	0
308491851420_9200514	1	1	0
308491851420_9210246	1	1	0
308491851420_9210346	5	5	0
308491851420_9230514	2	2	0
308491851420_9250423	1	1	0
308491851420_9270577	2	2	0
308491851420_9810367	1	1	0
308491851420_A3000325	3	3	0
308491991200_1080329	1	1	0
308491991200_1900589	6	6	0
308491991200_1960466	7	7	0
308491991200_2820125	8	8	0
308491991200_2820286	4	4	0
308491991200_2820288	2	2	0
308491991200_4280599	1	1	0
308491991200_5430488	8	8	0
308491991200_5430494	1	1	0
308491991200_6330689	7	7	0
308491991200_7471329	1	1	0
308491991200_9210346	10	10	0
308491991200_9880258	2	2	0
308492067720_B844-97	20	20	0
308492067720_D985-76	3	3	0
308492078330_1850727	15	15	0
308492078330_4570499	2	2	0
308492078330_4820235	2	2	0
308492078330_5020577	2	2	0
308492078330_5300525	17	17	0
308492078330_7670246	11	11	0
308492078330_7790146	15	15	0
308492078330_8470417	2	2	0
308492078330_9210246	22	22	0
308492078330_9810434	3	3	0
308492185100_B844-93	20	20	0
308492185100_D985-76	9	9	0
308492210740_B785-36	2	2	0
308492210740_B785-82	35	35	0
308492210740_B785-92	5	5	0
308492210740_B785-97	86	86	0
308492210740_B863-54S	3	3	0
308492210740_B863-56S	3	3	0
308492210740_B863-57	3	3	0
308492210740_B863-58	3	3	0
308492210740_B863-93	23	23	0
308492210740_B863-97	6	6	0
308492210740_T729-00	26	26	0
308492270460_6730517	49	49	0
308492270460_6790345	3	3	0
308492270460_6850417	20	20	0
308492270460_6850445	10	10	0
308492285200_6290645	12	12	0
308492285200_6730530	16	16	0
308492285200_6730564	49	49	0
308492306640_D769-02	60	60	0
308492306640_D985-02	118	118	0
308492306640_D985-76	2	2	0
308492339540_6840671	40	40	0
308492339540_6840677	17	17	0
308492339540_A3000703	6	6	0
308492355900_B480-31	1	1	0
308492355900_H632-01A	2	2	0
308492355900_H632-44	3	3	0
308492355900_H632-70	30	30	0
308492355900_T513-1	7	7	0
308492355900_T5499-0	9	9	0
308492355900_T5499-6	31	31	0
308492355900_T5823-22	5	5	0
308492355900_T729-00	37	37	0
308492355900_T729-2	10	10	0
308492355900_T729-7	12	12	0
308492377820_A3000700	76	76	0
308492377820_A3000701	36	36	0
308492377820_A3000702	1	1	0
308492377820_A3000703	16	16	0
308492488750_B615-36	44	44	0
308492539040_B433-36	15	15	0
308492539040_B433-97	81	81	0
308492561000_B433-31	30	30	0
308492561000_B615-46	6	6	0
308492561000_B797-56	3	3	0
308492561000_B797-92	15	15	0
308492588150_B433-81	31	31	0
308492605320_B615-92W9	27	27	0
308492605320_B794-31	17	17	0
308492605320_B797-31	2	2	0
308492629600_B615-36	40	40	0
308492649420_B794-31	38	38	0
308492654650_3130435	1	1	0
308492654650_3730735	3	3	0
308492654650_5020508	39	39	0
308492654650_5020577	6	6	0
308492654650_5020608	4	4	0
308492654650_6590679	16	16	0
308492654650_8254056	3	3	0
308492654650_9210346	24	24	0
308492688250_4460423	6	6	0
308492688250_4460438	8	8	0
308492688250_7970220	26	26	0
308492688250_7970235	17	17	0
308492688250_8290202	5	5	0
308492688250_8290203	1	1	0
308492688250_U1230060	1	1	0
308492693040_B433-94	4	4	0
308492693040_B797-36	2	2	0
308492693040_B797-94	1	1	0
308492699820_3090108	14	14	0
308492699820_3130435	1	1	0
308492699820_3130523	1	1	0
308492699820_3130535	3	3	0
308492699820_5020508	1	1	0
308492699820_5020516	1	1	0
308492699820_5020577	29	29	0
308492699820_5020608	9	9	0
308492699820_6590679	1	1	0
308492699820_6590697	5	5	0
308492699820_6780823	1	1	0
308492699820_9210346	8	8	0
308492705750_B794-31	38	38	0
308492705750_B797-54	1	1	0
308492718610_B797-97	6	6	0
308492728740_B794-31	38	38	0
308492728740_B797-57	1	1	0
308492728740_B797-58	3	3	0
308492736440_B611-36	34	34	0
308492743110_B794-31	38	38	0
308492766910_B697-92	94	94	0
308492766910_B779-92	32	32	0
308492766910_B923-93	30	30	0
308492802130_9050315	17	17	0
308492802130_9050318	17	17	0
308492802130_U1033062	10	10	0
308492802130_U1230058	1	1	0
308492802130_U6260613	2	2	0
308492802130_U6260618	1	1	0
308492802130_U6260631	3	3	0
308492802130_U6260647	1	1	0
308492802130_U6260662	1	1	0
308492802130_U6260731	3	3	0
308492802130_U6260762	1	1	0
308492824310_1080329	1	1	0
308492824310_1900589	11	11	0
308492824310_1960466	2	2	0
308492824310_2820225	3	3	0
308492824310_3130523	1	1	0
308492824310_3660213	4	4	0
308492824310_3660313	3	3	0
308492824310_5020577	18	18	0
308492824310_5490816	2	2	0
308492824310_5760435	1	1	0
308492824310_5950418	2	2	0
308492824310_7471329	1	1	0
308492824310_8470416	1	1	0
308492824310_9200538	1	1	0
308492824310_9210346	15	15	0
308492833850_B633-36	17	17	0
308492833850_B633-76	25	25	0
308492833850_B633-77	50	50	0
308492833850_B633-78	84	84	0
308492833850_B633-92	50	50	0
308492849620_A4000374	3	3	0
308492849620_B742-183	105	105	0
308492849620_B742-21	75	75	0
308492849620_B742-22	10	10	0
308492860600_B697-176	10	10	0
308492860600_B697-178	12	12	0
308492860600_B697-31	21	21	0
308492860600_B697-46	15	15	0
308492860600_B697-96	4	4	0
308492860600_B697-97	14	14	0
308492861150_B742-21	50	50	0
308492861150_B742-36	4	4	0
308492861150_B742-45	45	45	0
308492876810_1960408	2	2	0
308492876810_1960466	3	3	0
308492876810_1960467	8	8	0
308492876810_3130438	3	3	0
308492876810_3130538	4	4	0
308492876810_5020516	12	12	0
308492876810_5020608	1	1	0
308492876810_7790108	1	1	0
308492876810_9210246	1	1	0
308492876810_9210346	24	24	0
308492888450_B742-21	50	50	0
308492888450_B742-45	14	14	0
308492888450_B742-46	23	23	0
308493006750_D947-01	102	102	0
308493006750_D947-01A	40	40	0
308493006750_D947-81	4	4	0
308493030810_D947-01	102	102	0
308493030810_D947-01A	40	40	0
308493030810_D947-81	4	4	0
308493063120_D947-00	5	5	0
308493063120_D947-01	102	102	0
308493063120_D947-01A	40	40	0
308493063120_D947-55B	24	24	0
308493063120_D947-55T	24	24	0
308493063120_D947-80	12	12	0
308493063120_D947-81	4	4	0
308493099850_D947-00	5	5	0
308493099850_D947-01	102	102	0
308493099850_D947-01A	40	40	0
308493099850_D947-55B	24	24	0
308493099850_D947-55T	24	24	0
308493099850_D947-80	12	12	0
308493099850_D947-81	4	4	0
308493104310_B697-54	6	6	0
308493104310_B779-31	15	15	0
308493104310_B922-31	13	13	0
308493104310_B923-54	9	9	0
308493132900_1960467	6	6	0
308493132900_3090108	1	1	0
308493132900_3130523	2	2	0
308493132900_3130535	1	1	0
308493132900_3730735	2	2	0
308493132900_5020516	11	11	0
308493132900_5020577	6	6	0
308493132900_5670413	11	11	0
308493132900_6590697	12	12	0
308493132900_9210346	8	8	0
308493142810_B814-31	30	30	0
308493142810_B814-46	16	16	0
308493142810_B814-54	10	10	0
308493142810_B814-56	10	10	0
308493237310_T712-2	85	85	0
308493237310_T712-8	85	85	0
308493271020_A4000031	8	8	0
308493271020_B814-31	3	3	0
308493271020_B814-46	6	6	0
308493271020_B814-48	9	9	0
308493271020_B814-54	11	11	0
308493271020_B814-56	25	25	0
308493271020_D814-01	120	120	0
308493271020_D821-25	29	29	0
308493365410_1900589	16	16	0
308493365410_1960467	4	4	0
308493365410_4280596	1	1	0
308493365410_5020516	7	7	0
308493365410_5020577	2	2	0
308493365410_5950525	17	17	0
308493365410_6330689	2	2	0
308493365410_6590697	4	4	0
308493365410_6780835	1	1	0
308493365410_7650494	1	1	0
308493365410_9210346	16	16	0
308493508650_4460423	2	2	0
308493508650_4460438	8	8	0
308493508650_5080535	6	6	0
308493508650_7970235	19	19	0
308493508650_8290203	9	9	0
308493508650_9414020	4	4	0
308493508650_9414038	1	1	0
308493511450_A4000706	3	3	0
308493511450_B697-299	33	33	0
308493511450_B697-57	6	6	0
308493511450_B779-78	16	16	0
308493511450_B923-31	17	17	0
308493511450_B923-46	11	11	0
308493511450_B923-93	26	26	0
308493516500_U2710413	4	4	0
308493516500_U2710415	20	20	0
308493516500_U2710418	12	12	0
308493516500_U2710513	4	4	0
308493516500_U2710515	9	9	0
308493557430_U2710513	16	16	0
308493557430_U2710515	27	27	0
308493557430_U2710518	10	10	0
308493586130_U2710513	2	2	0
308493586130_U2710515	22	22	0
308493586130_U2710615	20	20	0
308493614610_B697-56	9	9	0
308493614610_B697-58	3	3	0
308493614610_B779-31	15	15	0
308493614610_B779-54	14	14	0
308493614610_B779-57	30	30	0
308493614610_B779-74	15	15	0
308493614610_B779-97	9	9	0
308493614610_B779-97W1	7	7	0
308493614610_B922-31	13	13	0
308493614610_B923-54	9	9	0
308493718100_D922-01	336	336	0
308493784820_B733-76	20	20	0
308493784820_B733-77	19	19	0
308493784820_B733-78	12	12	0
308493784820_B733-92	100	100	0
308493784820_B733-96	38	38	0
308493784820_T523-7	7	7	0
308493784820_T553-1	2	2	0
308493916900_1900589	11	11	0
308493916900_1964077	2	2	0
308493916900_2820225	1	1	0
308493916900_3740625	6	6	0
308493916900_4310414	10	10	0
308493916900_4467014	1	1	0
308493916900_4840425	1	1	0
308493916900_5020516	10	10	0
308493916900_5020677	10	10	0
308493916900_5300425	1	1	0
308493916900_5300525	7	7	0
308493916900_5670415	5	5	0
308493916900_5930113	4	4	0
308493916900_7360914	1	1	0
308493916900_9210346	1	1	0
308493916900_9210446	13	13	0
308493916900_9212146	3	3	0
308493969400_B733-54	32	32	0
308493969400_B733-57	40	40	0
308493969400_B733-58	40	40	0
308493969400_B733-74	17	17	0
308493969400_B733-94	6	6	0
308493969400_B733-95	4	4	0
308494001820_1850727	1	1	0
308494001820_1960477	15	15	0
308494001820_5020516	14	14	0
308494001820_5020677	11	11	0
308494001820_5200323	2	2	0
308494001820_5210725	3	3	0
308494001820_5300425	4	4	0
308494001820_5330625	5	5	0
308494001820_5670413	1	1	0
308494001820_5930113	2	2	0
308494001820_5950525	1	1	0
308494001820_9210346	15	15	0
308494072960_1960467	3	3	0
308494072960_1960477	6	6	0
308494072960_2590367	13	13	0
308494072960_3730738	4	4	0
308494072960_5020516	20	20	0
308494072960_6780838	1	1	0
308494072960_9210346	8	8	0
308494104020_D922-01	336	336	0
308494151510_2050202	3	3	0
308494151510_3120135	1	1	0
308494151510_7660677	21	21	0
308494151510_7970235	7	7	0
308494151510_7970238	21	21	0
308494175200_3710618021	1	1	0
308494175200_3710618030	1	1	0
308494175200_3710618033	1	1	0
308494175200_3710618181	1	1	0
308494175200_3710618230	1	1	0
308494175200_3710618281	1	1	0
308494175200_3710618351	1	1	0
308494175200_4000223030	1	1	0
308494175200_403X667281	1	1	0
308494175200_M30131W2	1	1	0
308494175200_M30341US	3	3	0
308494175200_M31341US	3	3	0
308494175200_M31341W2	3	3	0
308494175200_M31441W2	3	3	0
308494175200_M33221US	1	1	0
308494175200_M33231W2	6	6	0
308494175200_M33241US	2	2	0
308494175200_M41041US	15	15	0
308494175200_M41041W2	1	1	0
308494175200_M41241US	5	5	0
308494175200_M41241W2	11	11	0
308494175200_M44001	10	10	0
308494175200_M44002	15	15	0
308494175200_M44004	12	12	0
308494175200_M44005	10	10	0
308494175200_M60X42US	1	1	0
308494175200_M60X42W2	2	2	0
308494175200_W440-68	4	4	0
308494301860_2590367	19	19	0
308494301860_3090108	1	1	0
308494301860_3730735	1	1	0
308494301860_3730738	3	3	0
308494301860_3740688	1	1	0
308494301860_3990588	6	6	0
308494301860_5020516	15	15	0
308494301860_7361014	1	1	0
308494301860_7490914	1	1	0
308494588640_2050202	2	2	0
308494588640_2050203	4	4	0
308494588640_2090402	1	1	0
308494588640_2940202	2	2	0
308494588640_5290603	1	1	0
308494588640_7660677	14	14	0
308494588640_7970238	8	8	0
308494588640_9414038	1	1	0
308494633700_1900589	6	6	0
308494633700_2110577	1	1	0
308494633700_2430325	1	1	0
308494633700_2430525	2	2	0
308494633700_2590377	12	12	0
308494633700_3990596	1	1	0
308494633700_4360414	8	8	0
308494633700_5020677	1	1	0
308494633700_5760438	6	6	0
308494633700_5950425	12	12	0
308494633700_6590679	1	1	0
308494633700_6590697	3	3	0
308494633700_9210246	1	1	0
308494633700_9210446	1	1	0
308494633700_9212146	5	5	0
308494633700_9360579	2	2	0
308494633700_9360597	1	1	0
308494686420_2590367	7	7	0
308494686420_5020516	1	1	0
308494686420_5020616	15	15	0
308494686420_5590238	2	2	0
308494686420_5760435	4	4	0
308494686420_5760438	1	1	0
308494686420_5990214	14	14	0
308494686420_6100462	9	9	0
308494686420_U1033079	4	4	0
308494686420_U1070131	6	6	0
308494688150_D764-01	30	30	0
308494688150_D764-35	5	5	0
308494688150_T731-3	29	29	0
308494688150_T731-7	18	18	0
308494688150_T731-9	29	29	0
308494688150_T856-1	7	7	0
308494688150_T974-1	37	37	0
308494688150_T974-2	100	100	0
308494688150_T974-4	3	3	0
308494736820_2590367	2	2	0
308494736820_2590377	13	13	0
308494736820_3460489	2	2	0
308494736820_3990425	2	2	0
308494736820_3990525	1	1	0
308494736820_4360414	1	1	0
308494736820_4460414	9	9	0
308494736820_5590238	2	2	0
308494736820_5670415	8	8	0
308494736820_5760438	6	6	0
308494736820_5930213	4	4	0
308494736820_5950425	14	14	0
308494736820_9210377	12	12	0
308494761910_2590366	8	8	0
308494761910_2590367	4	4	0
308494761910_5020616	6	6	0
308494761910_5020677	2	2	0
308494761910_5080514	1	1	0
308494761910_5200314	2	2	0
308494761910_5590238	4	4	0
308494761910_5760423	4	4	0
308494761910_5760435	2	2	0
308494761910_5990214	8	8	0
308494761910_9210257	3	3	0
308494761910_9210377	15	15	0
308494761910_9454014	1	1	0
308494915910_2590366	8	8	0
308494915910_3460489	16	16	0
308494915910_5020616	4	4	0
308494915910_5430488	3	3	0
308494915910_5590238	7	7	0
308494915910_5760423	1	1	0
308494915910_6100357	9	9	0
308494915910_9210377	8	8	0
308494915910_U1033097	4	4	0
308494919150_1900589	1	1	0
308494919150_2590366	1	1	0
308494919150_5020516	1	1	0
308494919150_5020517	5	5	0
308494919150_5020616	4	4	0
308494919150_5590238	2	2	0
308494919150_5670415	9	9	0
308494919150_5760435	6	6	0
308494919150_6100313	15	15	0
308494919150_6100377	4	4	0
308494919150_9210377	6	6	0
308494950800_2940202	4	4	0
308494950800_2940203	1	1	0
308494950800_4630703	1	1	0
308494950800_5290603	1	1	0
308494950800_7970220	1	1	0
308494950800_7970238	18	18	0
308494950800_9360546	11	11	0
308494950800_9360577	12	12	0
308494950800_U1033077	5	5	0
308494977360_5390218	13	13	0
308494977360_9050315	21	21	0
308494977360_9050318	7	7	0
308494977360_U4380874	3	3	0
308494977360_U4380974	3	3	0
308494980160_2430335	8	8	0
308494980160_2590365	4	4	0
308494980160_5020534	12	12	0
308494980160_9210277	15	15	0
308494980160_9210377	2	2	0
308494980160_9212177	9	9	0
308494980160_9810308	23	23	0
308494981560_1030225	8	8	0
308494981560_2430525	1	1	0
308494981560_3120114	1	1	0
308494981560_3460489	16	16	0
308494981560_3990425	1	1	0
308494981560_3990525	4	4	0
308494981560_4450425	11	11	0
308494981560_5670415	7	7	0
308494981560_5930247	5	5	0
308494981560_6070315	1	1	0
308494981560_6070318	2	2	0
308494981560_6100462	2	2	0
308494981560_6420213	6	6	0
308494981560_6590697	5	5	0
308494981560_9210457	1	1	0
308494981560_9212157	1	1	0
308494981560_U1033097	2	2	0
308494983700_2590364	1	1	0
308494983700_2590365	5	5	0
308494983700_5020534	23	23	0
308494983700_6590697	5	5	0
308494983700_6590797	8	8	0
308494983700_7361035	3	3	0
308494983700_7361135	1	1	0
308494983700_7741165	1	1	0
308494984730_5020517	43	43	0
308494984730_5760435	2	2	0
308494988010_2430535	11	11	0
308494988010_4450525	4	4	0
308494988010_5020517	18	18	0
308494988010_5930147	12	12	0
308494988010_6100331	4	4	0
308494988010_6530725	4	4	0
308494988010_8290208	10	10	0
308494988230_2110464	4	4	0
308494988230_2430435	10	10	0
308494988230_2430535	5	5	0
308494988230_5020534	16	16	0
308494988230_7361023	3	3	0
308494988230_7741065	3	3	0
308494988230_7741164	5	5	0
308494988230_7741165	4	4	0
308494988230_8721308	1	1	0
308494988230_8721408	3	3	0
308494988230_9210477	3	3	0
308494988230_9810308	8	8	0
308494988230_9810408	2	2	0
308494988450_1320138	14	14	0
308494988450_5020517	22	22	0
308494988450_5590238	1	1	0
308494988450_7361038	2	2	0
308494988450_7361138	2	2	0
308494991030_1320138	14	14	0
308494991030_5020517	14	14	0
308494992760_5390218	15	15	0
308494992760_7660677	2	2	0
308494992760_9050315	20	20	0
308494992760_9360531	15	15	0
308494992760_U1200015	1	1	0
308494992760_U1200115	2	2	0
308494992760_U4380874	3	3	0
308494992760_U4380987	2	2	0
308494992910_1320123	7	7	0
308494992910_2110465	2	2	0
308494992910_5020534	34	34	0
308494992910_5020634	4	4	0
308494992910_9210364	24	24	0
308494993240_5020517	20	20	0
308494993240_5020546	32	32	0
308494993240_5590261	18	18	0
308494994530_1964066	2	2	0
308494994530_2430538	1	1	0
308494994530_2820188	15	15	0
308494994530_2820288	2	2	0
308494994530_4280599	3	3	0
308494994530_5260425	1	1	0
308494994530_5260625	1	1	0
308494994530_5590261	9	9	0
308494994530_5950525	1	1	0
308494994530_6530825	3	3	0
308494995120_1320135	15	15	0
308494995120_2110565	2	2	0
308494995120_2410123	5	5	0
308494995120_3090164	18	18	0
308494995120_5020634	7	7	0
308494995120_9210364	12	12	0
308494995230_5020534	19	19	0
308494995230_5020617	24	24	0
308494995230_5020634	9	9	0
308494995230_9210364	19	19	0
308494995560_2430538	17	17	0
308494995560_5020517	5	5	0
308494995560_5020546	15	15	0
308494995560_5020617	2	2	0
308494995600_4030666	16	16	0
308494995600_4030667	4	4	0
308494995600_5020617	8	8	0
308494995600_6100346	8	8	0
308494996260_5020534	43	43	0
308494996260_9210264	20	20	0
308494996260_9210364	24	24	0
308494997920_3090164	31	31	0
308494997920_5020634	13	13	0
308494997920_9210364	30	30	0
308494997920_9210464	9	9	0
308495041210_2120515	1	1	0
308495041210_8131035	6	6	0
308495041210_9210317	23	23	0
308495166250_B947-36	6	6	0
308495166250_B947-54	2	2	0
308495166250_B947-56	12	12	0
308495166250_B947-57	3	3	0
308495166250_B947-58	10	10	0
308495166250_B947-97	19	19	0
308495185850_B947-36	6	6	0
308495185850_B947-54	2	2	0
308495185850_B947-56	12	12	0
308495185850_B947-57	3	3	0
308495185850_B947-58	10	10	0
308495185850_B947-97	19	19	0
308495310120_2510255	1	1	0
308495310120_2510256	1	1	0
308495310120_3090164	7	7	0
308495310120_5020546	7	7	0
308495310120_5020556	6	6	0
308495310120_5020617	1	1	0
308495310120_5760435	1	1	0
308495310120_5950535	2	2	0
308495310120_9210316	7	7	0
308495310120_9210317	3	3	0
308495310120_9210365	15	15	0
308495310120_9210417	3	3	0
308495310120_9212164	8	8	0
308495460360_B947-31	14	14	0
308495460360_B947-36	6	6	0
308495460360_B947-46	8	8	0
308495460360_B947-54	2	2	0
308495460360_B947-56	12	12	0
308495460360_B947-57	3	3	0
308495460360_B947-58	10	10	0
308495460360_B947-93	24	24	0
308495460360_B947-97	19	19	0
308495461800_U1070031	99	99	0
308495471560_1210312	35	35	0
308495471560_1210412	29	29	0
308495471560_U1090213	14	14	0
308495539130_2200313	22	22	0
308495539130_2200315	2	2	0
308495539130_2200318	36	36	0
308495566540_B947-31	14	14	0
308495566540_B947-36	6	6	0
308495566540_B947-46	8	8	0
308495566540_B947-54	2	2	0
308495566540_B947-56	12	12	0
308495566540_B947-57	3	3	0
308495566540_B947-58	10	10	0
308495566540_B947-93	24	24	0
308495566540_B947-97	19	19	0
308495573760_U1070046A	6	6	0
308495573760_U1070077	45	45	0
308495578110_2200415	45	45	0
308495612040_2200415	45	45	0
308495613330_1000608	2	2	0
308495613330_1030125	1	1	0
308495613330_1320114	2	2	0
308495613330_1964067	2	2	0
308495613330_2110564	1	1	0
308495613330_2410123	1	1	0
308495613330_2430338	1	1	0
308495613330_2770408	1	1	0
308495613330_2770508	1	1	0
308495613330_2810538	1	1	0
308495613330_5020546	1	1	0
308495613330_5260425	2	2	0
308495613330_6100346	1	1	0
308495613330_6100357	1	1	0
308495613330_6190408	1	1	0
308495613330_6270308	1	1	0
308495613330_6590697	1	1	0
308495613330_6590797	1	1	0
308495613330_6780808	1	1	0
